publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	location	title_notes	staff_notes	vendor_id	oclc_collection_name	oclc_collection_id	oclc_entry_id	oclc_linkscheme	oclc_number	ACTION
"A new discovery of a component of Greek astrology in Babylonian tablets: the """"terms"""" / "									http://doi.org/2333.1/k98sf96r	Alexander Jones			ebook							Ancient World Digital Library	global.5644.217	768969647		768969647	
A photographic souvenir of Egypt / 									http://hdl.handle.net/2333.1/cjsxm3qc				ebook							Ancient World Digital Library	global.5644.217	746177255		746177255	
A pilgrimage to the temples and tombs of Egypt, Nubia, and Palestine, in 1845-6 (v.1) 									http://hdl.handle.net/2333.1/7sqvb367				ebook							Ancient World Digital Library	global.5644.217	615665980a		615665980	
A pilgrimage to the temples and tombs of Egypt, Nubia, and Palestine, in 1845-6 (v.2) 									http://hdl.handle.net/2333.1/41ns22px				ebook							Ancient World Digital Library	global.5644.217	615665980b		615665980	
A Samaritan Philosophy : A Study of the Hellenistic Cultural Ethos of the Memar Marqah 									http://hdl.handle.net/2333.1/x0k6dmcz	A. Broadie										Ancient World Digital Library	global.5644.217			1224934362	
A sixth century account of hay (P. Iand. Inv. 653) 									http://hdl.handle.net/2333.1/m63xspzx	T. Reekmans			ebook							Ancient World Digital Library	global.5644.217	669322150		669322150	
A Syriac fragment from the Cause of All Causes on the Pillars of Hercules / 									http://doi.org/2333.1/j9kd5302	Adam C. McCollum			ebook							Ancient World Digital Library	global.5644.217	828186962		828186962	
A thousand miles up the Nile / 									http://hdl.handle.net/2333.1/wdbrvb9b				ebook							Ancient World Digital Library	global.5644.217	746177292		746177292	
A Yale papyrus (P Yale III 137) in the Beinecke Rare Book and Manuscript Library III 									http://hdl.handle.net/2333.1/41ns1x42	Paul Schubert			ebook							Ancient World Digital Library	global.5644.217	652329949		652329949	
Abbreviations in Greek Literary Papyri and Ostraca 									http://hdl.handle.net/2333.1/gtht7bz1	Kathleen McNamee			ebook							Ancient World Digital Library	global.5644.217	970345258		970345258	
Abū Sa‘īd-i Abū l-Hayr (357-440/967-1049) : Wirklichkeit und Legende. (Textes et Mémoires, 4). Abū Sa‘īd-i Abū l-Hayr (357-440/967-1049) : Wirklichkeit und Legende. (Textes et Mémoires, 4).									http://hdl.handle.net/2333.1/hx3ffd84	F. Meier			ebook							Ancient World Digital Library	global.5644.217	988154456		988154456	
Abydos: le temple de Séti Ier 									http://hdl.handle.net/2333.1/bzkh1kdp				ebook							Ancient World Digital Library	global.5644.217	730929765		730929765	
Actes du Ve Congrès International de Papyrologie, Oxford, 30 août-3 septembre 1937 									http://hdl.handle.net/2333.1/bg79cz55				ebook							Ancient World Digital Library	global.5644.217	760922260		760922260	
Aegypten zur zeit der pyramidenerbauer / 									http://hdl.handle.net/2333.1/mgqnkmf5				ebook							Ancient World Digital Library	global.5644.217	903877101		903877101	
Ägyptische Eheverträge 									http://hdl.handle.net/2333.1/zw3r26r0	Erich Lüddeckens			ebook							Ancient World Digital Library	global.5644.217	770787413		770787413	
Ahnas el Medineh (Heracleopolis Magna) : with chapters on Mendes, the nome of Thoth, and Leontopolis / 									http://hdl.handle.net/2333.1/r7sqvmz9				ebook							Ancient World Digital Library	global.5644.217	730929768		730929768	
Aksum and Nubia : warfare, commerce, and political fictions in ancient Northeast Africa / 									http://hdl.handle.net/2333.1/tqjq2dg1				ebook							Ancient World Digital Library	global.5644.217	828687618		828687618	
Alexander the Great: coinage, finances, and policy 									http://hdl.handle.net/2333.1/pnvx0vt8	Georges Le Rider			ebook							Ancient World Digital Library	global.5644.217	1165363379		1165363379	
All those Nations : Cultural Encounters within and with the Near East 									http://hdl.handle.net/2333.1/79cnp78f	H.L.J. Vanstiphout			ebook							Ancient World Digital Library	global.5644.217	607347461		607347461	
Amulets / 									http://hdl.handle.net/2333.1/0rxwdnsf				ebook							Ancient World Digital Library	global.5644.217	730929769		730929769	
An adventure of great dimension : the launching of the Chicago Assyrian dictionary 									http://hdl.handle.net/2333.1/15dv46w8	Erica Reiner			ebook							Ancient World Digital Library	global.5644.217	214460427		214460427	
An oasis city 	9781479889228								http://dlib.nyu.edu/awdl/isaw/oasis-city/				ebook							Ancient World Digital Library	global.5644.217	929452210		929452210	
An Overview of the Numismatic Evidence from Imperial Roman Africa 									http://doi.org/2333.1/76hdrfz3	Daniel Hoyer			ebook							Ancient World Digital Library	global.5644.217	1046078121		1046078121	
Ancient Ammon 									http://hdl.handle.net/2333.1/jm63xvdj	Burton MacDonald 										Ancient World Digital Library	global.5644.217	1224922620		1224922620	
Ancient Building in Cyprus : Part 1: Text 									http://hdl.handle.net/2333.1/1g1jwvjt	G.R.H. Wright			ebook							Ancient World Digital Library	global.5644.217	643807504a		643807504	
Ancient Building in Cyprus : Part 2: Illustrations 									http://hdl.handle.net/2333.1/wpzgmv6t	G.R.H. Wright			ebook							Ancient World Digital Library	global.5644.217	643807504b		643807504	
Ancient Egyptian Literature : History and Forms 									http://hdl.handle.net/2333.1/gmsbcdvw	Antonio Loprieno			ebook							Ancient World Digital Library	global.5644.217	942022996		942022996	
Ancient Synagogues: Historical Analysis and Archaeological Discovery, v.1 									http://hdl.handle.net/2333.1/hmgqnn48	Dan Urman			ebook							Ancient World Digital Library	global.5644.217	621803849a		621803849	
Ancient Synagogues: Historical Analysis and Archaeological Discovery, v.2 									http://hdl.handle.net/2333.1/cvdncmmx	Dan Urman 			ebook							Ancient World Digital Library	global.5644.217	621803849b		621803849	
Annotations in Greek and Latin texts from Egypt 									http://hdl.handle.net/2333.1/6m905vz5	Kathleen McNamee			ebook							Ancient World Digital Library	global.5644.217	984129165		984129165	
Antinoë et les sépultures de Thaïs et Sérapion / 									http://hdl.handle.net/2333.1/4j0zpp8m				ebook							Ancient World Digital Library	global.5644.217	730929770		730929770	
Archaic objects (t.1) 									http://hdl.handle.net/2333.1/866t1s38				ebook							Ancient World Digital Library	global.5644.217	730929771a		730929771	
Archaic objects (t.2) 									http://hdl.handle.net/2333.1/cz8w9sk4				ebook							Ancient World Digital Library	global.5644.217	730929771b		730929771	
Areika 									http://hdl.handle.net/2333.1/vt4b8nrx	David Randall-MacIver			ebook							Ancient World Digital Library	global.5644.217	540975412		540975412	
Art in Egypt / 									http://hdl.handle.net/2333.1/hqbzkt4q				ebook							Ancient World Digital Library	global.5644.217	730929772		730929772	
Aspects of genre and type in pre-modern literary cultures 									http://hdl.handle.net/2333.1/2fqz62vg	Bert Roest, H.L.J. Vanstiphout			ebook							Ancient World Digital Library	global.5644.217	607347471		607347471	
Aspects of Old Assyrian Trade and its Terminology 									http://hdl.handle.net/2333.1/t76hdt3r	K.R. Veenhof			ebook							Ancient World Digital Library	global.5644.217	793605242		793605242	
Astral magic in Babylonia 									http://hdl.handle.net/2333.1/dfn2z8f5	Erica Reiner			ebook							Ancient World Digital Library	global.5644.217	681653665		681653665	
Athletics and mathematics in archaic Corinth 									http://hdl.handle.net/2333.1/nzs7h9fh	David Gilman Romano			ebook							Ancient World Digital Library	global.5644.217	1022269003		1022269003	
Au temps où on lisait le grec en Égypte 									http://hdl.handle.net/2333.1/qz612qgg	Jean Bingen			ebook							Ancient World Digital Library	global.5644.217	680266671		680266671	
Babylonian horoscopes 									http://hdl.handle.net/2333.1/xd254dr4	Francesca Rochberg			ebook							Ancient World Digital Library	global.5644.217	796384408 		796384408 	
Babylonian Planetary Omens: Part Three 									http://hdl.handle.net/2333.1/3j9kd6r3	E. Reiner 			ebook							Ancient World Digital Library	global.5644.217	624470115		624470115	
Balabish / 									http://hdl.handle.net/2333.1/ngf1vtp6				ebook							Ancient World Digital Library	global.5644.217	827456882		827456882	
Beiträge zur Geschichte Ägyptens unter dem Islam (v.1) 									http://hdl.handle.net/2333.1/s7h44v5f				ebook							Ancient World Digital Library	global.5644.217	730929773a		730929773	
Beiträge zur Geschichte Ägyptens unter dem Islam (v.2) 									http://hdl.handle.net/2333.1/x0k6dvnb				ebook							Ancient World Digital Library	global.5644.217	730929773b		730929773	
Beni Hasan v.1 									http://hdl.handle.net/2333.1/573n637x	Percy E. Newberry										Ancient World Digital Library	global.5644.217	769625867a		769625867	
Beni Hasan v.2 									http://hdl.handle.net/2333.1/1g1jx2qf	Percy E. Newberry										Ancient World Digital Library	global.5644.217	769625867b		769625867	
Beni Hasan v.3 									http://hdl.handle.net/2333.1/p5hqc7m5	Percy E. Newberry										Ancient World Digital Library	global.5644.217	769625867c		769625867	
Beni Hasan v.4 									http://hdl.handle.net/2333.1/sxksn84g	Percy E. Newberry										Ancient World Digital Library	global.5644.217	769625867d		769625867	
Beschreibung der aegyptischen Sammlung des niederländischen Reichsmuseums der Altertümer in Leiden Bd.10 									http://hdl.handle.net/2333.1/4mw6mc5g	W. D. van Wijngaarden			ebook							Ancient World Digital Library	global.5644.217	842368803i		842368803	
Beschreibung der aegyptischen Sammlung des niederländischen Reichsmuseums der Altertümer in Leiden Bd.11 									http://hdl.handle.net/2333.1/rbnzs9tw	W. D. van Wijngaarden			ebook							Ancient World Digital Library	global.5644.217	842368803j		842368803	
Beschreibung der aegyptischen Sammlung des niederländischen Reichsmuseums der Altertümer in Leiden Bd.12 									http://hdl.handle.net/2333.1/w3r22bbg	W. D. van Wijngaarden			ebook							Ancient World Digital Library	global.5644.217	842368803k		842368803	
Beschreibung der aegyptischen Sammlung des niederländischen Reichsmuseums der Altertümer in Leiden Bd.13 									http://hdl.handle.net/2333.1/jdfn33z7	W. D. van Wijngaarden			ebook							Ancient World Digital Library	global.5644.217	842368803l		842368803	
Beschreibung der aegyptischen Sammlung des niederländischen Reichsmuseums der Altertümer in Leiden Bd.2 									http://hdl.handle.net/2333.1/sbcc2j28	W. D. van Wijngaarden			ebook							Ancient World Digital Library	global.5644.217	842368803b		842368803	
Beschreibung der aegyptischen Sammlung des niederländischen Reichsmuseums der Altertümer in Leiden Bd.3 									http://hdl.handle.net/2333.1/8931zg02	W. D. van Wijngaarden			ebook							Ancient World Digital Library	global.5644.217	842368803c		842368803	
Beschreibung der aegyptischen Sammlung des niederländischen Reichsmuseums der Altertümer in Leiden Bd.4 									http://hdl.handle.net/2333.1/d2547ghb	W. D. van Wijngaarden			ebook							Ancient World Digital Library	global.5644.217	842368803d		842368803	
Beschreibung der aegyptischen Sammlung des niederländischen Reichsmuseums der Altertümer in Leiden Bd.5 									http://hdl.handle.net/2333.1/nk98shjs	W. D. van Wijngaarden			ebook							Ancient World Digital Library	global.5644.217	842368803e		842368803	
Beschreibung der aegyptischen Sammlung des niederländischen Reichsmuseums der Altertümer in Leiden Bd.6 									http://hdl.handle.net/2333.1/ht76hh1n	W. D. van Wijngaarden			ebook							Ancient World Digital Library	global.5644.217	842368803f		842368803	
Beschreibung der aegyptischen Sammlung des niederländischen Reichsmuseums der Altertümer in Leiden Bd.8 									http://hdl.handle.net/2333.1/c2fqz885	W. D. van Wijngaarden			ebook							Ancient World Digital Library	global.5644.217	842368803g		842368803	
Beschreibung der aegyptischen Sammlung des niederländischen Reichsmuseums der Altertümer in Leiden Bd.9 									http://hdl.handle.net/2333.1/0vt4bbn4	W. D. van Wijngaarden			ebook							Ancient World Digital Library	global.5644.217	842368803h		842368803	
Birth in Babylonia and the Bible : Its Mediterranean setting 									http://hdl.handle.net/2333.1/zs7h46d5	M. Stol										Ancient World Digital Library	global.5644.217			1224935169	
Briefe aus dem Archive des Šamaś-Hāzir in Paris und Oxford (TCL 7 und OECT 3) 									http://hdl.handle.net/2333.1/0rxwddh2	F.R. Kraus			ebook							Ancient World Digital Library	global.5644.217	1103183575? 		1103183575? 	
Briefe aus dem British Museum (CT 52) 									http://hdl.handle.net/2333.1/r7sqvcnp	F.R. Kraus										Ancient World Digital Library	global.5644.217			1182548395	
Briefe aus dem Istanbuler Museum 									http://hdl.handle.net/2333.1/w0vt4d55	F.R. Kraus										Ancient World Digital Library	global.5644.217			1182548207	
Bubastis (1887-1889) / 									http://hdl.handle.net/2333.1/5dv41zsn				ebook							Ancient World Digital Library	global.5644.217	730929778		730929778	
Buhen v.7 									http://hdl.handle.net/2333.1/0k6djp2t	David Randall-MacIver			ebook							Ancient World Digital Library	global.5644.217	540967196a		540967196	
Buhen v.8 									http://hdl.handle.net/2333.1/8w9gj615	David Randall-MacIver			ebook							Ancient World Digital Library	global.5644.217	540967196b		540967196	
Caesarea Maritima : A Retrospective after Two Millennia 									http://hdl.handle.net/2333.1/n5tb2t5c	Avner Raban 			ebook							Ancient World Digital Library	global.5644.217	605932967		605932967	
Candidates defeated in Roman elections 									http://hdl.handle.net/2333.1/n8pk0vpm	T. Robert S. Broughton			ebook							Ancient World Digital Library	global.5644.217	81145291		81145291	
Carthage et les Grecs, c. 580-480 av. J.-C. : Textes et histoire 									http://hdl.handle.net/2333.1/jq2bvs24	Véronique Krings			ebook							Ancient World Digital Library	global.5644.217	607385092		607385092	
Catalogue des monuments et inscriptions de l'Égypte antique (t.2) 									http://hdl.handle.net/2333.1/95x6b08x				ebook							Ancient World Digital Library	global.5644.217	730929779a		730929779	
Catalogue des monuments et inscriptions de l'Égypte antique (t.3.1) 									http://hdl.handle.net/2333.1/jq2bw1bp				ebook							Ancient World Digital Library	global.5644.217	730929779c		730929779	
Catalogue des monuments et inscriptions de l'Égypte antique (t.3.2) 									http://hdl.handle.net/2333.1/dz08m0tb				ebook							Ancient World Digital Library	global.5644.217	730929779b		730929779	
Catalogue général des monuments d'Abydos découverts pendant les fouilles de cette ville 									http://hdl.handle.net/2333.1/pg4f51vz				ebook							Ancient World Digital Library	global.5644.217	747118018		747118018	
Catalogue of Egyptian scarabs, etc., in the British museum / 									http://hdl.handle.net/2333.1/xwdbs571				ebook							Ancient World Digital Library	global.5644.217	744746891		744746891	
Catalogue of the Egyptian antiquities in the Ashmolean Museum, Oxford / 									http://hdl.handle.net/2333.1/t76hf2b2				ebook							Ancient World Digital Library	global.5644.217	730929782		730929782	
Census of the exact sciences in Sanskrit Series A (v.1) 									http://hdl.handle.net/2333.1/dr7sr1xb	David Edwin Pingree			ebook							Ancient World Digital Library	global.5644.217	619804111a		619804111	
Census of the exact sciences in Sanskrit Series A (v.2) 									http://hdl.handle.net/2333.1/905qg1d7	David Edwin Pingree			ebook							Ancient World Digital Library	global.5644.217	619804111b		619804111	
Census of the exact sciences in Sanskrit Series A (v.3) 									http://hdl.handle.net/2333.1/573n60td	David Edwin Pingree			ebook							Ancient World Digital Library	global.5644.217	619804111c		619804111	
Census of the exact sciences in Sanskrit Series A (v.4) 									http://hdl.handle.net/2333.1/2z34tx4j	David Edwin Pingree			ebook							Ancient World Digital Library	global.5644.217	619804111d		619804111	raw
Cercueils anthropoïdes des prêtres de Montou v.1 									http://hdl.handle.net/2333.1/2fqz690w	Henri Gauthier										Ancient World Digital Library	global.5644.217			734083790	
Cercueils anthropoïdes des prêtres de Montou v.2 									http://hdl.handle.net/2333.1/xpnvx8nm	Henri Gauthier										Ancient World Digital Library	global.5644.217			734083790	
Chester Beatty Biblical papyri IV and V 									http://hdl.handle.net/2333.1/4tmpg8x0	Albert Pietersma			ebook							Ancient World Digital Library	global.5644.217	669336147		669336147	
Christianity, Judaism and Other Greco-Roman Cults, Volume 2: Early Christianity 									http://hdl.handle.net/2333.1/1jwstscj	J. Neusner			ebook							Ancient World Digital Library	global.5644.217	45842663		45842663	
Circle of Inner Asian Art and Archaeology Newsletter 	1363-7126		1995			1995			http://hdl.handle.net/2333.1/66t1g3st				fulltext							Ancient World Digital Library	global.5644.217	1242938352		1242938352	
Circle of Inner Asian Art Newsletter 	1364-9418	1364-9418	1995			2005			http://hdl.handle.net/2333.1/r7sqvn4q				fulltext							Ancient World Digital Library	global.5644.217	608108449		608108449	
Collection d'anciennes étoffes égyptiennes 									http://hdl.handle.net/2333.1/kprr57mx				ebook							Ancient World Digital Library	global.5644.217	744746991		744746991	
Collection du Docteur Fouquet, du Caire. 									http://hdl.handle.net/2333.1/qfttf831				ebook							Ancient World Digital Library	global.5644.217	746172806		746172806	
Columbia papyri IX : the Vestis militaris codex (P.Col. IX) 									http://hdl.handle.net/2333.1/m63xsmx8	Jennifer A. Sheridan			ebook							Ancient World Digital Library	global.5644.217	606325377		606325377	
Columbia Papyri VII 									http://hdl.handle.net/2333.1/kwh70xjb	Roger S. Bagnall			ebook							Ancient World Digital Library	global.5644.217	669331632		669331632	
Columbia papyri VIII (P.Col. VIII) 									http://hdl.handle.net/2333.1/7wm37smm	K. A. Worp			ebook							Ancient World Digital Library	global.5644.217	682467499		682467499	
Columbia papyri X 									http://hdl.handle.net/2333.1/h44j148b	Roger S. Bagnall			ebook							Ancient World Digital Library	global.5644.217	606341826		606341826	
Columbia papyri XI (P.Col. XI) 									http://hdl.handle.net/2333.1/qz612ndk	Timothy M. Teeter			ebook							Ancient World Digital Library	global.5644.217	675979462		675979462	
Corpus des ordonnances des Ptolémées (C. Ord. Ptol.) 									http://hdl.handle.net/2333.1/37pvmjmv	Marie-Thérèse Lenger			ebook							Ancient World Digital Library	global.5644.217	669326571		669326571	
Cult Practices in Ancient Literatures 									http://hdl.handle.net/2333.1/5dv41zmf	Franziska Naether			ebook							Ancient World Digital Library	global.5644.217	1176369802		1176369802	
Cuneiform Inscriptions in the Collection of the Bible Lands Museum Jerusalem : The Emar Tablets 									http://hdl.handle.net/2333.1/4b8gtkmk	J.G. Westenholz			ebook							Ancient World Digital Library	global.5644.217	646929447		646929447	
Currency and Inflation in Fourth Century Egypt 									http://hdl.handle.net/2333.1/vq83br0t	Roger S. Bagnall			ebook							Ancient World Digital Library	global.5644.217	1001271986		1001271986	
Current practice in linked open data for the ancient world 									http://doi.org/2333.1/gxd256w7	Tom Elliott										Ancient World Digital Library	global.5644.217			1225156132	
Das Bundesbuch : ein Kommentar 									http://hdl.handle.net/2333.1/kprr50bj	Cornelis Houtman										Ancient World Digital Library	global.5644.217			1224917304	
Das Egibi Archiv I v.1 									http://hdl.handle.net/2333.1/q83bk5f2	C. Wunsch										Ancient World Digital Library	global.5644.217			1224935670	
Das Egibi Archiv I v.2 									http://hdl.handle.net/2333.1/kkwh72mg	C. Wunsch										Ancient World Digital Library	global.5644.217			1224935670	
Das Kloster am Isisberg : Bericht über die Grabungen der Akademie der Wissenschaften in Wien auf den Friedhöfen von El-Kubanieh, Winter, 1910-1911 : dritter Teil 									http://hdl.handle.net/2333.1/zw3r2cdm				ebook							Ancient World Digital Library	global.5644.217	746172810		746172810	
Das Re-heiligtum des Königs Ne-woser-re (Rathures) Bd.1 									http://hdl.handle.net/2333.1/fttdz2jb	Friedrich Wilhelm von Bissing			ebook							Ancient World Digital Library	global.5644.217	919909711a		919909711	
Das Re-heiligtum des Königs Ne-woser-re (Rathures) Bd.2 									http://hdl.handle.net/2333.1/b5mkkzrx	Friedrich Wilhelm von Bissing			ebook							Ancient World Digital Library	global.5644.217	919909711b		919909711	
Das Symposion Ptolemaios II / 									http://hdl.handle.net/2333.1/3n5tbcrj				ebook							Ancient World Digital Library	global.5644.217	780204399		780204399	
Death and taxes : Ostraka in the Royal Ontario Museum I 									http://hdl.handle.net/2333.1/h70rz1zt	Alan Edouard Samuel			ebook							Ancient World Digital Library	global.5644.217	669326398		669326398	
Debod bis Bab Kalabsche (t.1) 									http://hdl.handle.net/2333.1/h1893c35				ebook							Ancient World Digital Library	global.5644.217	746172812a		746103390	
Debod bis Bab Kalabsche (t.2) 									http://hdl.handle.net/2333.1/9w0vtd9b				ebook							Ancient World Digital Library	global.5644.217	746172812b		746103390	
Debod bis Bab Kalabsche (t.3) 									http://hdl.handle.net/2333.1/0zpc8hbd				ebook							Ancient World Digital Library	global.5644.217	746172812c		746103390	
Décoration égyptienne 									http://hdl.handle.net/2333.1/kkwh732t	Gustave Jéquier			ebook							Ancient World Digital Library	global.5644.217	747117990		747117990	
Dendereh, 1898 									http://hdl.handle.net/2333.1/fn2z3dtm	W. M. Flinders Petrie			ebook							Ancient World Digital Library	global.5644.217	746177324		746177324	
Der Tempel von Jerusalem von Salomo bis Herodes : Eine archäologisch-historische Studie unter Berücksichtigung des westsemitischen Tempelbaus, I. Der Tempel Salomons. 									http://hdl.handle.net/2333.1/2jm640h5	T.A. Busink										Ancient World Digital Library	global.5644.217			561864350	
Descrizione delle medaglie dei Nômi ossia delle antiche province e città dell'Egitto, che si conservano nel R. Museo di Torino del Cav. Giulio de S. Quintino 									http://hdl.handle.net/2333.1/rbnzsjmw				ebook							Ancient World Digital Library	global.5644.217	746177325		746177325	
Deshasheh, 1897 									http://hdl.handle.net/2333.1/kd51cf9t	W. M. Flinders Petrie			ebook							Ancient World Digital Library	global.5644.217	746177327		746177327	
Die antiken Vasen von der Akropolis zu Athen, Band 1, Heft 3 									http://hdl.handle.net/2333.1/866t1j81	Botho Graef			ebook							Ancient World Digital Library	global.5644.217	792695127a		792695127	
Die antiken Vasen von der Akropolis zu Athen, Band 1, Heft 4 									http://hdl.handle.net/2333.1/0p2ngh7d	Botho Graef			ebook							Ancient World Digital Library	global.5644.217	792695127b		792695127	
Die Göttin Mr. T. Entstehung und Verehrung einer Personifikation 									http://hdl.handle.net/2333.1/0gb5mnb4	W. Guglielmi			ebook							Ancient World Digital Library	global.5644.217	945908070		945908070	
Die griechische Daniel-Diegese 									http://hdl.handle.net/2333.1/1rn8pmqv	Klaus Berger			ebook							Ancient World Digital Library	global.5644.217	562131679		562131679	
Die ḫattisch-hethitischen Bilinguen, I. Einleitung, Texte und Kommentar, Teil 1 									http://hdl.handle.net/2333.1/fttdz236	Hans-Siegfried Schuster										Ancient World Digital Library	global.5644.217			579028506	
Die Kultur des alten Ägyptens 									http://hdl.handle.net/2333.1/0vt4bkf4				ebook							Ancient World Digital Library	global.5644.217	616562777		616562777	
Die Liebe in der altorientalischen Dichtung 									http://hdl.handle.net/2333.1/98sf7nsq	Brigitte Musche										Ancient World Digital Library	global.5644.217			1224940809	
Die Papyri der Universitatsbibliothek Erlangen 									http://hdl.handle.net/2333.1/3n5tb734	Wilhelm Schubart			ebook							Ancient World Digital Library	global.5644.217	970348280		970348280	
Die Plastik der Ägypter 									http://hdl.handle.net/2333.1/83bk3q4p	Hedwig echheimer			ebook							Ancient World Digital Library	global.5644.217	560383059		697616080	
Die Reliefs und Malereien des mittleren Reiches (VII.--XVII. Dynastie ca 2475--1580 v. Chr.) : Material zur ägyptischen Kulturgeschichte / 									http://hdl.handle.net/2333.1/cvdncqns	Luise Sigwart Klebs			ebook							Ancient World Digital Library	global.5644.217	866568607		866568607	
Die Sammlung ägyptischer Altertümer im Roemer-Pelizaeus-Museum. 									http://hdl.handle.net/2333.1/zs7h4fr1				ebook							Ancient World Digital Library	global.5644.217	746172813		746172813	
Die sassanidischen Staatsinschriften : Studien zur Orthographie und Phonologie des Mittelpersischen der Inschriften zusammen mit einem etymologischen Index des mittelpersischen Wortgutes und einem Textcorpus der behandelten Inschriften. (Textes et mémoires, 8) 									http://hdl.handle.net/2333.1/8cz8wc7g	M. Back			ebook							Ancient World Digital Library	global.5644.217	566176108		566176108	
Die Urkunden des babylonischen Geschäftsmannes Iddin-Marduk v.1 : Zum Handel mit Naturalien im 6. Jahrhundert v. Chr 									http://hdl.handle.net/2333.1/kd51c75m	C. Wunsch			ebook							Ancient World Digital Library	global.5644.217	609535251a		609535251	
Die Urkunden des babylonischen Geschäftsmannes Iddin-Marduk v.2 : Zum Handel mit Naturalien im 6. Jahrhundert v. Chr 									http://hdl.handle.net/2333.1/fn2z36n5	C. Wunsch			ebook							Ancient World Digital Library	global.5644.217	609535251b		609535251	
Documentary papyri from the Michigan collection 									http://hdl.handle.net/2333.1/wh70s3hv	Gerald M. Browne			ebook							Ancient World Digital Library	global.5644.217	679943776		679943776	
Domination and Resistance : Egyptian Military Activity in the Southern Levant, ca. 1300-1185 B.C. 									http://hdl.handle.net/2333.1/6hdr7vhh	Michael G. Hasel			ebook							Ancient World Digital Library	global.5644.217	645900265		645900265	
Dresses in ancient Egypt = Le costume dans l'Egypte ancienne = al-AzyaÌ„Ê¼ fiÌ„ MisÌ£r al-qadiÌ„mah / 									http://hdl.handle.net/2333.1/r4xgxjw0	Aḥmad Badawī			ebook							Ancient World Digital Library	global.5644.217	746172815		746172815	
Early History of the Israelite People: from the written and archaeological sources 									http://hdl.handle.net/2333.1/dv41ntvz	Thomas L. Thompson								Date of Publication: 2000		Ancient World Digital Library	global.5644.217	1225240315		1225240315	
Early History of the Israelite People: from the written and archaeological sources 									http://hdl.handle.net/2333.1/5hqbzn8f	Thomas L. Thompson								Date of Publication: 1992		Ancient World Digital Library	global.5644.217	622134924		622134924	
Égypte 									http://hdl.handle.net/2333.1/0k6djt9b				ebook							Ancient World Digital Library	global.5644.217	900704342		900704342	
Egyptian antiquities in the Pier collection. 									http://hdl.handle.net/2333.1/q83bkdp6				ebook							Ancient World Digital Library	global.5644.217	769625926		769625926	
Egyptian cubits and Late Roman architecture 									http://hdl.handle.net/2333.1/5tb2rmg1	Corinna Rossi			ebook							Ancient World Digital Library	global.5644.217	1124934915		1124934915	
Egyptian decorative art a course of lectures delivered at the Royal Institution, 									http://hdl.handle.net/2333.1/kh189d4t				ebook							Ancient World Digital Library	global.5644.217	908417072		908417072	
Egyptian Non-Royal Epithets in the Middle Kingdom : A Social and Historical Analysis 									http://hdl.handle.net/2333.1/mcvdnfc7	Denise M. Doxey										Ancient World Digital Library	global.5644.217			1224935933	
Egyptianization and Elite Emulation in Ramesside Palestine : Governance and Accommodation on the Imperial Periphery 									http://hdl.handle.net/2333.1/0p2nggs2	Carolyn R. Higginbotham			ebook							Ancient World Digital Library	global.5644.217	606546040		606546040	
Eine Festschrift für Rykle Borger zu seinem 65. Geburtstag am 24. Mai 1994 : Tikip Santakki Mala Bašmu 									http://hdl.handle.net/2333.1/9w0vt654	S.M. Maul										Ancient World Digital Library	global.5644.217			1224925259	
Eine ptolemäische Königsurkunde 									http://hdl.handle.net/2333.1/v41ns67r	L. Koenen			ebook							Ancient World Digital Library	global.5644.217	669326426 		669326426 	
Epilepsy in Babylonia 									http://hdl.handle.net/2333.1/r4xgxfxm	M. Stol			ebook							Ancient World Digital Library	global.5644.217	614988038		614988038	
Epimerismos 									http://hdl.handle.net/2333.1/pvmcvkzc	Günter Poethke			ebook							Ancient World Digital Library	global.5644.217	669336156		669336156	
Ersetzen und Entsühnen : Das Mittelhethitische Ersatzritual für den Großkönig Tuth̬alija (CTH *448.4) und verwandte Texte 									http://hdl.handle.net/2333.1/c59zw5hn	Piotr Taracha										Ancient World Digital Library	global.5644.217			1224937324	
Essays and texts in honor of J. David Thomas 									http://hdl.handle.net/2333.1/7m0cg357	Traianos Gagos			ebook							Ancient World Digital Library	global.5644.217	682462981		682462981	
Essays in honor of C. Bradford Welles 									http://hdl.handle.net/2333.1/51c5b4dh	Charles Bradford Welles			ebook							Ancient World Digital Library	global.5644.217	603247881 		603247881 	
Essays on Ancient Egypt in Honour of Herman te Velde 									http://hdl.handle.net/2333.1/b5mkkzb1	J. van Dijk										Ancient World Digital Library	global.5644.217			1224929038	
Études mithriaques : Actes du 2e Congrès International, Téhéran, du 1er au 8 septembre 1975. (Actes du Congrès, 4) 									http://hdl.handle.net/2333.1/905qfwnx	Jacques Duchesne-Guillemin			ebook							Ancient World Digital Library	global.5644.217	680174552		680174552	
Euripides papyri 									http://hdl.handle.net/2333.1/47d7wrtn	Bruce E. Donovan			ebook							Ancient World Digital Library	global.5644.217	1001281925		1001281925	
Family Religion in Babylonia, Syria and Israel : Continuity and Change in the Forms of Religious Life 									http://hdl.handle.net/2333.1/931zctbr	Karel van der Toorn										Ancient World Digital Library	global.5644.217			1224939789	
